Parent,Child
LP373749-3,17923-4
LP373749-3,17906-9
LP373749-3,17924-2
LP373749-3,17907-7
LP373749-3,17904-4
LP373749-3,59051-3
LP373749-3,17905-1
LP373749-3,628-8
LP373749-3,17908-5
LP373750-1,58940-8
LP373751-9,629-6
LP373752-7,631-2
LP373753-5,14477-4
LP373753-5,10354-9
LP373754-3,44849-8
LP373754-3,17969-7
LP373754-3,17972-1
LP373754-3,630-4
LP373754-3,17973-9
LP373754-3,13315-7
LP373754-3,14320-6
LP373754-3,17974-7
LP373754-3,17970-5
LP373754-3,17971-3
LP373754-3,44847-2
LP373755-0,77193-1
LP373756-8,11261-5
LP373757-6,74356-7
LP373758-4,14093-9
LP373759-2,632-0
LP373759-2,6462-6
LP373759-2,633-8
LP373760-0,17925-9
LP373760-0,17911-9
LP373760-0,17912-7
LP373760-0,17913-5
LP373760-0,43407-6
LP373760-0,17914-3
LP373760-0,17926-7
LP373760-0,17927-5
LP373760-0,17909-3
LP373760-0,17910-1
LP373761-8,17915-0
LP373761-8,17916-8
LP373761-8,17920-0
LP373761-8,47294-4
LP373761-8,17919-2
LP373761-8,17918-4
LP373761-8,17917-6
LP373761-8,47295-1
LP373762-6,44859-7
LP373762-6,44856-3
LP373762-6,44843-1
LP373762-6,44846-4
LP373762-6,48562-3
LP373762-6,48567-2
LP373762-6,48566-4
LP373762-6,44853-0
LP373762-6,48564-9
LP373762-6,48563-1
LP373762-6,44850-6
LP373762-6,44857-1
LP373762-6,48565-6
LP373762-6,44844-9
LP373762-6,23667-9
LP373762-6,14325-5
LP373762-6,635-3
LP373762-6,21020-3
LP373762-6,44848-0
LP373762-6,48561-5
LP373762-6,41741-0
LP373762-6,634-6
LP373762-6,32355-0
LP373762-6,636-1
LP373762-6,44845-6
LP373762-6,6463-4
LP373762-6,44858-9
LP373762-6,44841-5
LP373762-6,48568-0
LP373762-6,48569-8
LP373762-6,44842-3
LP373763-4,68366-4
LP373763-4,87935-3
LP373763-4,599-1
LP373764-2,91062-0
LP373764-2,91063-8
LP373765-9,76693-1
LP373767-5,LP373766-7
LP373766-7,74348-4
LP373768-3,20694-6
LP135277-4,LP71604-0
LP135277-4,LP113733-2
LP135277-4,LP189395-9
LP135277-4,LP113735-7
LP135277-4,LP113734-0
LP135277-4,LP129566-8
LP135277-4,LP113738-1
LP135277-4,LP145956-1
LP189395-9,LP373771-7
LP189395-9,LP417990-1
LP189395-9,LP373769-1
LP189395-9,LP373770-9
LP417990-1,LP419144-3
LP419144-3,94603-8
LP373769-1,76575-0
LP373770-9,76603-0
LP373771-7,76590-9
LP129566-8,LP373772-5
LP373772-5,66885-5
LP113738-1,LP373773-3
LP373773-3,63429-5
LP71604-0,LP373774-1
LP373774-1,53943-7
LP113733-2,LP373775-8
LP373775-8,63424-6
LP113734-0,LP373776-6
LP373776-6,63425-3
LP113735-7,LP373777-4
LP373777-4,63426-1
LP145956-1,LP373778-2
LP373778-2,80350-2
LP373778-2,70242-3
LP268093-4,LP373779-0
LP373779-0,90246-0
LP40282-3,LP36836-2
LP40282-3,LP36837-0
LP40282-3,LP40228-6
LP40282-3,LP40227-8
LP40282-3,LP172638-1
LP40282-3,LP36835-4
LP40282-3,LP172637-3
LP40282-3,LP172634-0
LP40282-3,LP36832-1
LP40282-3,LP172635-7
LP40282-3,LP36833-9
LP40282-3,LP36834-7
LP40282-3,LP36831-3
LP40282-3,LP135657-7
LP40282-3,LP40226-0
LP135657-7,LP417103-1
LP417103-1,68985-1
LP40228-6,LP373782-4
LP373782-4,45337-3
LP40226-0,LP373783-2
LP373783-2,45335-7
LP36835-4,LP373784-0
LP373784-0,45038-7
LP36831-3,LP268182-5
LP36831-3,LP373785-7
LP36831-3,LP268181-7
LP268181-7,LP268136-1
LP268136-1,LP373780-8
LP373780-8,90070-4
LP373785-7,45034-6
LP268182-5,LP268179-1
LP268179-1,LP373781-6
LP373781-6,90071-2
LP172638-1,LP373786-5
LP373786-5,73670-2
LP172634-0,LP373787-3
LP373787-3,73669-4
LP172635-7,LP373788-1
LP373788-1,73667-8
LP40227-8,LP373789-9
LP373789-9,45336-5
LP36836-2,LP373790-7
LP373790-7,45044-5
LP36833-9,LP373791-5
LP373791-5,45036-1
LP36834-7,LP373792-3
LP373792-3,45037-9
LP36837-0,LP373793-1
LP373793-1,45046-0
LP172637-3,LP373794-9
LP373794-9,73668-6
LP36832-1,LP373795-6
LP373795-6,45035-3
LP14327-8,LP373803-8
LP14327-8,LP102524-8
LP14327-8,LP105045-1
LP14327-8,LP35613-6
LP105045-1,LP185690-7
LP105045-1,LP267925-8
LP105045-1,LP421045-8
LP421045-8,LP421046-6
LP421046-6,LP427564-2
LP421046-6,LP427563-4
LP421046-6,LP427565-9
LP421046-6,LP427566-7
LP427563-4,92989-3
LP427564-2,97050-9
LP427565-9,96317-3
LP427566-7,92988-5
LP185690-7,LP373796-4
LP373796-4,88244-9
LP373796-4,75674-2
LP267925-8,LP373797-2
LP373797-2,90003-5
LP373803-8,23819-6
LP102524-8,LP102498-5
LP102498-5,LP373801-2
LP102498-5,LP373799-8
LP102498-5,LP429828-9
LP102498-5,LP417767-3
LP373799-8,85770-6
LP373799-8,93406-7
LP417767-3,94380-3
LP429828-9,99013-5
LP373801-2,61360-4
LP35613-6,LP36954-3
LP36954-3,LP373802-0
LP373802-0,40684-3
LP28877-6,LP14066-2
LP28877-6,LP14068-8
LP28877-6,LP36972-5
LP36972-5,LP373830-1
LP373830-1,29885-1
LP14066-2,LP250680-8
LP14066-2,LP250665-9
LP14066-2,LP14067-0
LP14066-2,LP284856-4
LP14066-2,LP284858-0
LP14066-2,LP250671-7
LP14066-2,LP250664-2
LP14066-2,LP250661-8
LP14066-2,LP284857-2
LP14066-2,LP250670-9
LP14066-2,LP19963-5
LP14066-2,LP250674-1
LP14066-2,LP250660-0
LP14066-2,LP173993-9
LP14066-2,LP250666-7
LP14066-2,LP19964-3
LP14066-2,LP36967-5
LP14066-2,LP14065-4
LP14066-2,LP250682-4
LP14066-2,LP14064-7
LP19963-5,LP36968-3
LP36968-3,LP373804-6
LP373804-6,23644-8
LP373804-6,86717-6
LP373804-6,31212-4
LP250680-8,LP284861-4
LP284861-4,LP373805-3
LP373805-3,87357-0
LP19964-3,LP36969-1
LP36969-1,LP373806-1
LP373806-1,86718-4
LP373806-1,31213-2
LP373806-1,23645-5
LP14064-7,LP284862-2
LP14064-7,LP36970-9
LP36970-9,LP373807-9
LP373807-9,31214-0
LP373807-9,23646-3
LP373807-9,86719-2
LP284862-2,LP373808-7
LP373808-7,87358-8
LP14065-4,LP36971-7
LP36971-7,LP373809-5
LP373809-5,23647-1
LP373809-5,86720-0
LP373809-5,31215-7
LP250682-4,LP284859-8
LP284859-8,LP373810-3
LP373810-3,87355-4
LP250674-1,LP250681-6
LP250681-6,LP284860-6
LP284860-6,LP373811-1
LP373811-1,87356-2
LP250661-8,LP284863-0
LP284863-0,LP373812-9
LP373812-9,87362-0
LP250660-0,LP284864-8
LP284864-8,LP373813-7
LP373813-7,87366-1
LP250664-2,LP284865-5
LP250664-2,LP250665-9
LP250665-9,LP284866-3
LP284866-3,LP373814-5
LP373814-5,87359-6
LP284865-5,LP373815-2
LP373815-2,87368-7
LP250666-7,LP284867-1
LP250666-7,LP250670-9
LP250670-9,LP284868-9
LP250670-9,LP250671-7
LP284868-9,LP373816-0
LP373816-0,87360-4
LP284867-1,LP373817-8
LP373817-8,87363-8
LP250671-7,LP284869-7
LP284869-7,LP373818-6
LP373818-6,87365-3
LP14067-0,LP173992-1
LP173992-1,LP373819-4
LP373819-4,23649-7
LP36967-5,LP373820-2
LP373820-2,31216-5
LP373820-2,22764-5
LP373820-2,23648-9
LP373820-2,86715-0
LP373820-2,20673-0
LP173993-9,LP250704-6
LP173993-9,LP373821-0
LP173993-9,LP373822-8
LP250704-6,LP373823-6
LP373823-6,86721-8
LP373821-0,20672-2
LP373822-8,23650-5
LP284856-4,LP373825-1
LP284856-4,LP373824-4
LP373824-4,87353-9
LP373825-1,88364-5
LP284857-2,LP373826-9
LP373826-9,87354-7
LP284858-0,LP373827-7
LP373827-7,86716-8
LP14068-8,LP284870-5
LP14068-8,LP173994-7
LP173994-7,LP373828-5
LP373828-5,23651-3
LP284870-5,LP373829-3
LP373829-3,86722-6
LP373829-3,86723-4
LP16665-9,LP36975-8
LP16665-9,LP36568-1
LP16665-9,LP36569-9
LP16665-9,LP36976-6
LP36975-8,LP373833-5
LP373833-5,43619-6
LP373833-5,5040-1
LP373833-5,22079-8
LP373833-5,7804-8
LP36976-6,LP373835-0
LP36976-6,LP373836-8
LP36976-6,LP373838-4
LP36976-6,LP373837-6
LP36976-6,LP373839-2
LP373835-0,90458-1
LP373836-8,89634-0
LP373837-6,89633-2
LP373838-4,88922-0
LP373839-2,9816-0
LP36569-9,LP36973-3
LP36973-3,LP373831-9
LP373831-9,43621-2
LP36568-1,LP36974-1
LP36974-1,LP373832-7
LP373832-7,43620-4
LP140669-5,LP140226-4
LP140226-4,LP140210-8
LP140210-8,LP373834-3
LP373834-3,69565-0
LP373834-3,74667-7
LP14801-2,LP14800-4
LP14801-2,LP36977-4
LP36977-4,LP373840-0
LP373840-0,10639-3
LP14800-4,LP373841-8
LP373841-8,10638-5
LP133406-1,LP133407-9
LP133407-9,LP373842-6
LP373842-6,67562-9
LP28822-2,LP14069-6
LP28822-2,LP373845-9
LP14069-6,LP373846-7
LP14069-6,LP36992-3
LP14069-6,LP173995-4
LP36992-3,LP373843-4
LP373843-4,23652-1
LP373846-7,24405-3
LP173995-4,LP373844-2
LP373844-2,24406-1
LP373845-9,30122-6
LP30545-5,LP17922-3
LP17922-3,LP36994-9
LP36994-9,LP36995-6
LP36994-9,LP36993-1
LP36993-1,LP373847-5
LP373847-5,22081-4
LP373847-5,32662-9
LP373847-5,31218-1
LP373847-5,9582-8
LP36995-6,LP373848-3
LP373848-3,32663-7
LP373848-3,31219-9
LP373848-3,22082-2
LP373848-3,9583-6
LP426548-6,LP426547-8
LP426547-8,LP427374-6
LP427374-6,97609-2
LP19871-0,LP17117-0
LP19871-0,LP373866-5
LP19871-0,LP37057-4
LP19871-0,LP14072-0
LP37057-4,LP373869-9
LP37057-4,LP373867-3
LP37057-4,LP373868-1
LP373867-3,22800-7
LP373868-1,22799-1
LP373869-9,49122-5
LP373866-5,48981-5
LP14072-0,LP37050-9
LP14072-0,LP40506-5
LP14072-0,LP37051-7
LP14072-0,LP418873-8
LP14072-0,LP37052-5
LP37050-9,LP373849-1
LP373849-1,22794-2
LP373849-1,22084-8
LP373849-1,22795-9
LP373849-1,20685-4
LP373849-1,15433-6
LP373849-1,43095-9
LP373849-1,20686-2
LP373849-1,31222-3
LP373849-1,23657-0
LP37051-7,LP373850-9
LP373850-9,22796-7
LP37052-5,LP373851-7
LP37052-5,LP418058-6
LP373851-7,22797-5
LP418058-6,94617-8
LP40506-5,LP373852-5
LP373852-5,22798-3
LP418873-8,LP427567-5
LP427567-5,95210-1
LP17117-0,LP263393-3
LP17117-0,LP37053-3
LP17117-0,LP373879-8
LP17117-0,LP71786-5
LP17117-0,LP37056-6
LP37053-3,LP373853-3
LP37053-3,LP37054-1
LP37053-3,LP37055-8
LP37054-1,LP373857-4
LP37054-1,LP373854-1
LP37054-1,LP373855-8
LP37054-1,LP373856-6
LP373854-1,49213-2
LP373854-1,48877-5
LP373855-8,29806-7
LP373855-8,29844-8
LP373856-6,23877-4
LP373856-6,16808-8
LP373856-6,33580-2
LP373856-6,31433-6
LP373856-6,33608-1
LP373856-6,32691-8
LP373856-6,29819-0
LP373856-6,29856-2
LP373857-4,29832-3
LP373857-4,29793-7
LP373853-3,30338-8
LP373853-3,6403-0
LP373853-3,33609-9
LP373853-3,7878-2
LP373853-3,20810-8
LP373853-3,33581-0
LP373853-3,6404-8
LP373853-3,7877-4
LP373853-3,31363-5
LP373853-3,43992-7
LP37055-8,LP373860-8
LP37055-8,LP373858-2
LP37055-8,LP373861-6
LP37055-8,LP373859-0
LP373858-2,48876-7
LP373858-2,49214-0
LP373859-0,29807-5
LP373859-0,29845-5
LP373860-8,23878-2
LP373860-8,33607-3
LP373860-8,31434-4
LP373860-8,32692-6
LP373860-8,16809-6
LP373860-8,33579-4
LP373860-8,29820-8
LP373860-8,29857-0
LP373861-6,29833-1
LP373861-6,29794-5
LP373879-8,48872-6
LP71786-5,LP373862-4
LP373862-4,54034-4
LP37056-6,LP373863-2
LP37056-6,LP373864-0
LP373863-2,30039-2
LP373864-0,29560-0
LP263393-3,LP373865-7
LP373865-7,87558-3
LP30494-6,LP19584-9
LP30494-6,LP16672-5
LP30494-6,LP343336-6
LP30494-6,LP248362-8
LP30494-6,LP343404-2
LP16672-5,LP373883-0
LP16672-5,LP37202-6
LP16672-5,LP36714-1
LP16672-5,LP37200-0
LP16672-5,LP37201-8
LP16672-5,LP373882-2
LP16672-5,LP36713-3
LP16672-5,LP66953-8
LP37200-0,LP373871-5
LP37200-0,LP373870-7
LP373870-7,22863-5
LP373870-7,11467-8
LP373870-7,7814-7
LP373870-7,22862-7
LP373870-7,22861-9
LP373870-7,22859-3
LP373870-7,22860-1
LP373870-7,5055-9
LP373870-7,22865-0
LP373870-7,22864-3
LP373871-5,11468-6
LP373871-5,22109-3
LP373882-2,33698-2
LP373883-0,11469-4
LP373883-0,20691-2
LP37201-8,LP373872-3
LP37201-8,LP373874-9
LP37201-8,LP373873-1
LP373872-3,33697-4
LP373873-1,22866-8
LP373874-9,31726-3
LP373874-9,22867-6
LP36713-3,LP37203-4
LP37203-4,LP373875-6
LP373875-6,44269-9
LP66953-8,LP66952-0
LP66952-0,LP373876-4
LP373876-4,51976-9
LP37202-6,LP373877-2
LP373877-2,41622-2
LP373877-2,41623-0
LP36714-1,LP37204-2
LP37204-2,LP373878-0
LP373878-0,44270-7
LP248362-8,LP373888-9
LP373888-9,87241-6
LP19584-9,LP373890-5
LP19584-9,LP373891-3
LP373890-5,20692-0
LP373891-3,77495-0
LP343404-2,LP343310-1
LP343310-1,LP373880-6
LP373880-6,92788-9
LP343336-6,LP343309-3
LP343309-3,LP373881-4
LP373881-4,92787-1
LP30495-3,LP16786-3
LP30495-3,LP16785-5
LP16785-5,LP37211-7
LP16785-5,LP37209-1
LP16785-5,LP145731-8
LP37209-1,LP37210-9
LP37209-1,LP37208-3
LP37208-3,LP373884-8
LP373884-8,26766-6
LP37210-9,LP373885-5
LP373885-5,27905-9
LP37211-7,LP373886-3
LP373886-3,31727-1
LP373886-3,544-7
LP145731-8,LP373887-1
LP145731-8,LP427009-8
LP145731-8,LP411565-7
